OrderID;ItemID;Operation
6;1011;11 - Operation: fix nut M16 21 - Machine: ws32 - Item: bench seat w/nut - Time: 74 - Quantity: 16.0
6;1011;12 - Operation: fix nut M16 21 - Machine: ws32 - Item: nut M16 - Time: 74 - Quantity: 64.0
6;1011;13 - Operation: fix nut M16 21 - Machine: ws32 - Item: bolt M6 - Time: 74 - Quantity: 192.0
6;1011;14 - Operation: assemble bench - Machine: ws62 - Item: raw bench - Time: 162 - Quantity: 16.0
6;1011;15 - Operation: varnish bench - Machine: ws54 - Item: finished bench - Time: 101 - Quantity: 16.0
6;1011;16 - Operation: varnish bench - Machine: ws52 - Item: varnish - Time: 107 - Quantity: 2.0
6;1011;1 - Operation: cut bench leg - Machine: ws11 - Item: raw bench leg - Time: 21 - Quantity: 16.0
6;1011;2 - Operation: cut bench leg - Machine: ws12 - Item: wood pole 4cm - Time: 25 - Quantity: 4.48
6;1011;3 - Operation: polish bench leg - Machine: ws44 - Item: polished bench leg - Time: 76 - Quantity: 16.0
6;1011;4 - Operation: drill bench leg - Machine: ws21 - Item: bench leg  w/hole - Time: 36 - Quantity: 16.0
6;1011;5 - Operation: fix bolt M16 22 - Machine: ws31 - Item: bench leg w/bolt - Time: 50 - Quantity: 16.0
6;1011;6 - Operation: fix bolt M16 22 - Machine: ws31 - Item: threaded rod M16 - Time: 50 - Quantity: 16.0
6;1011;7 - Operation: cut bench seat - Machine: ws13 - Item: raw bench seat - Time: 25 - Quantity: 16.0
6;1011;8 - Operation: cut bench seat - Machine: ws13 - Item: wood 3cm - Time: 25 - Quantity: 0.92
6;1011;9 - Operation: polish bench seat - Machine: ws43 - Item: polished bench seat - Time: 81 - Quantity: 16.0
6;1011;10 - Operation: drill bench seat - Machine: ws22 - Item: bench seat w/holes - Time: 26 - Quantity: 16.0
6;1011;11 - Operation: fix nut M16 21 - Machine: ws32 - Item: bench seat w/nut - Time: 74 - Quantity: 16.0
6;1011;12 - Operation: fix nut M16 21 - Machine: ws32 - Item: nut M16 - Time: 74 - Quantity: 64.0
6;1011;13 - Operation: fix nut M16 21 - Machine: ws32 - Item: bolt M6 - Time: 74 - Quantity: 192.0
6;1011;14 - Operation: assemble bench - Machine: ws62 - Item: raw bench - Time: 162 - Quantity: 16.0
6;1011;1 - Operation: cut bench leg - Machine: ws11 - Item: raw bench leg - Time: 21 - Quantity: 16.0
6;1011;2 - Operation: cut bench leg - Machine: ws12 - Item: wood pole 4cm - Time: 25 - Quantity: 4.48
